Amount,MerchantCategory,TransactionType,Latitude,Longitude,AvgTransactionAmount,TransactionFrequency,UnusualLocation,UnusualAmount,NewDevice,FailedAttempts,FraudFlag,Hour,DayOfWeek,User_Transaction_Count,IP_Frequency,Phone_Usage_Count
1300.41,Utilities,P2P,79.881385,-106.056244,9506.92,1/day,False,True,True,3,False,2,6,1,1,1
4221.38,Utilities,P2P,48.49124,150.104171,4462.11,1/day,False,True,False,3,False,19,1,1,1,1
735.98,Clothing,P2M,-21.809764,171.694747,8296.11,1/day,False,True,False,3,False,7,1,1,1,1
9794.53,Groceries,P2M,-83.855494,-94.692254,8358.88,3/day,True,False,False,4,False,18,0,1,1,1
2993.08,Electronics,P2M,-27.871971,-139.635628,1382.33,1/day,False,True,False,3,False,9,0,1,1,1
4391.57,Restaurants,P2P,-42.128562,-146.069066,4034.44,3/day,True,True,False,1,False,19,4,1,1,1
1209.47,Groceries,P2P,76.9379525,-155.889002,2303.88,1/day,False,False,False,3,False,22,2,1,1,1
413.54,Electronics,P2M,-31.653873,-156.201048,5809.12,1/day,True,False,False,4,False,18,5,1,1,1
4573.24,Travel,P2P,75.1245695,-56.324906,9031.71,5/day,True,True,True,1,False,20,2,1,1,1
1653.23,Utilities,P2M,31.1789355,169.910847,3090.37,5/day,True,False,False,3,False,9,1,1,1,1
4408.57,Clothing,P2M,52.461639,149.74386,1199.16,5/day,True,True,True,4,False,16,4,1,1,1
9518.89,Travel,P2M,20.1091905,-36.455203,8033.72,1/day,True,True,False,3,False,18,2,1,1,1
7845.19,Restaurants,P2P,-34.126852,-73.807318,129.61,3/day,False,False,True,0,False,2,1,1,1,1
2131.14,Groceries,P2M,49.298473,-151.506439,4016.02,5/day,True,True,False,4,False,20,3,1,1,1
3870.2,Entertainment,P2P,64.733593,-90.745483,764.81,3/day,True,False,False,3,False,2,5,1,1,1
8377.38,Clothing,P2M,14.139184,-173.521378,6293.71,5/day,True,True,True,4,True,12,3,1,1,1
3094.3,Utilities,P2M,-11.6488695,-167.482101,8346.65,3/day,False,False,False,3,False,3,3,1,1,1
1631.52,Utilities,P2P,67.5728875,134.12415,4264.54,1/day,True,False,False,2,False,7,2,1,1,1
2340.53,Clothing,P2M,-28.498408,136.381733,5867.24,5/day,False,True,True,2,False,8,3,1,1,1
2938.51,Utilities,P2P,73.720341,90.081369,9233.68,5/day,False,False,False,2,False,22,2,1,1,1
5225.15,Utilities,P2P,79.8163735,95.118579,8107.92,1/day,True,False,True,0,False,7,5,1,1,1
100.7,Utilities,P2P,-63.390282,-2.254928,8906.64,5/day,True,True,True,1,False,13,0,1,1,1
3583.24,Restaurants,P2P,25.3744795,7.520337,3063.06,3/day,False,True,True,3,False,13,0,1,1,1
5770.03,Groceries,P2M,51.496212,57.41371,5222.28,1/day,False,False,False,4,True,23,6,1,1,1
1371.95,Restaurants,P2M,77.376885,97.8488,7044.73,1/day,False,True,True,0,True,4,3,1,1,1
2540.5,Electronics,P2M,7.382937,32.085218,1785.82,5/day,False,False,True,3,False,22,3,1,1,1
5011.44,Utilities,P2M,-56.7839635,35.337808,760.59,5/day,True,False,False,3,False,13,4,1,1,1
9919.12,Electronics,P2M,16.080362,174.065766,3097.73,3/day,True,True,True,2,False,7,5,1,1,1
7116.14,Entertainment,P2M,81.402511,-177.406167,7504.69,1/day,False,False,False,1,False,7,0,1,1,1
1944.25,Groceries,P2P,87.719614,32.990082,5598.23,1/day,True,False,True,3,False,3,2,1,1,1
114.91,Travel,P2M,52.6212885,-143.442415,1741.4,1/day,True,False,False,3,False,20,2,1,1,1
5460.5,Utilities,P2M,-37.4408365,-156.255372,6203.34,1/day,False,False,True,4,False,14,4,1,1,1
3557.71,Electronics,P2P,43.5312845,121.935015,3625.81,1/day,False,False,False,3,True,5,2,1,1,1
6828.8,Clothing,P2P,47.607549,69.525737,1943.64,3/day,True,True,False,4,False,5,6,1,1,1
2860.96,Groceries,P2P,56.911381,81.398963,7526.56,5/day,True,True,True,4,False,18,5,1,1,1
3592.93,Utilities,P2P,58.2578375,-100.774866,779.68,1/day,False,True,True,1,False,22,6,1,1,1
8402.49,Electronics,P2M,14.3948715,45.00058,8518.94,5/day,True,True,True,0,False,3,5,1,1,1
6291.82,Clothing,P2M,-61.8831505,160.335327,364.71,5/day,True,True,True,1,False,6,4,1,1,1
6371.51,Restaurants,P2M,65.5378515,66.875899,36.28,3/day,True,False,False,3,False,3,1,1,1,1
6547.64,Restaurants,P2P,-83.0229465,11.621275,7279.09,3/day,False,False,True,2,False,4,2,1,1,1
7196.12,Electronics,P2P,58.7324945,65.950886,7061.75,3/day,False,True,True,1,False,20,4,1,1,1
4247.7,Groceries,P2M,76.0027585,14.723872,1842.87,5/day,False,True,True,1,False,22,3,1,1,1
8668.71,Restaurants,P2M,12.0284725,46.76587,3062.81,3/day,True,False,True,2,False,1,4,1,1,1
6843.76,Entertainment,P2P,76.8049695,-119.844576,2573.62,5/day,False,False,False,0,False,15,2,1,1,1
2843.18,Restaurants,P2P,-35.4158205,118.606274,6102.61,1/day,False,True,False,3,False,13,6,1,1,1
4664.51,Utilities,P2P,-71.334601,-143.218394,3210.84,1/day,False,False,False,4,False,17,6,1,1,1
4617.79,Electronics,P2P,89.879703,-159.223285,5712.37,3/day,False,False,False,0,False,16,0,1,1,1
6628.12,Clothing,P2M,-53.880784,34.256803,4794.71,5/day,False,True,True,1,False,19,5,1,1,1
5015.25,Clothing,P2M,-69.7644555,-119.862927,8743.31,1/day,True,True,False,3,False,0,1,1,1,1
5612.7,Groceries,P2M,-80.4969435,-81.590752,1444.12,3/day,True,False,True,3,False,6,1,1,1,1
8961.24,Electronics,P2P,-87.6116385,72.749155,1944.7,1/day,False,False,True,1,False,18,6,1,1,1
8537.7,Entertainment,P2M,74.022779,-60.243036,5741.07,1/day,False,False,True,4,True,9,6,1,1,1
8786.25,Restaurants,P2M,47.2433715,-171.304191,9060.39,5/day,False,True,False,0,False,12,0,1,1,1
535.65,Clothing,P2P,18.041905,115.021574,6058.45,1/day,True,True,True,4,False,8,1,1,1,1
9794.85,Entertainment,P2M,45.7281105,-13.373376,7681.04,1/day,False,False,False,2,False,11,5,1,1,1
1324.62,Groceries,P2M,3.745211,-37.039216,363.06,3/day,True,False,False,4,True,16,4,1,1,1
9694.86,Restaurants,P2M,29.3333325,106.561218,9280.43,1/day,True,True,False,1,True,20,0,1,1,1
8711.35,Entertainment,P2M,72.608227,148.751515,2340.48,5/day,True,True,True,3,False,13,3,1,1,1
5837.24,Groceries,P2P,61.3974285,30.530278,512.92,1/day,True,False,True,1,False,23,4,1,1,1
4820.27,Electronics,P2P,22.347717,-55.555631,9207.3,1/day,True,True,True,3,False,12,1,1,1,1
8851.83,Entertainment,P2P,-78.7887445,-95.443559,4593.29,1/day,False,False,False,2,False,12,1,1,1,1
8979.63,Entertainment,P2M,55.71957,91.309233,7107.01,1/day,False,True,True,3,False,21,4,1,1,1
4068.31,Electronics,P2P,-20.7487925,-14.325527,6799.75,1/day,True,True,True,0,True,23,3,1,1,1
4067.53,Restaurants,P2P,-85.3251755,69.687563,7831.97,1/day,True,False,True,2,True,17,3,1,1,1
7130.14,Groceries,P2M,-23.5019365,141.416243,8066.91,1/day,True,True,True,0,False,14,1,1,1,1
5104.21,Electronics,P2P,70.848375,-9.83362,4696.41,1/day,False,True,False,4,False,7,2,1,1,1
4424.89,Utilities,P2P,-86.8387785,93.09993,3648.85,1/day,False,False,False,4,False,15,6,1,1,1
678.91,Restaurants,P2P,74.7549055,17.89331,9193.18,5/day,False,True,True,3,False,4,2,1,1,1
684.15,Clothing,P2M,69.91616,9.903987,8058.09,5/day,True,True,True,4,False,9,5,1,1,1
1774.85,Entertainment,P2P,-65.2795365,120.20836,1494.8,5/day,True,True,False,4,False,5,4,1,1,1
1397.71,Electronics,P2P,-49.379738,75.290191,2415.88,5/day,True,True,True,2,False,16,5,1,1,1
4436.15,Electronics,P2P,-39.989368,-148.618832,1410.64,3/day,False,True,True,4,False,23,2,1,1,1
8659.16,Electronics,P2M,57.1635965,22.646515,2372.68,5/day,False,True,False,4,False,16,0,1,1,1
4181.27,Clothing,P2P,64.975025,8.795817,7076.72,3/day,True,False,False,2,True,16,5,1,1,1
1800.85,Restaurants,P2P,-74.245957,-152.793662,6765.23,1/day,True,False,True,4,False,0,4,1,1,1
2578.87,Travel,P2P,-32.673003,-106.988637,1425.3,3/day,False,True,False,0,False,22,4,1,1,1
5003.21,Groceries,P2M,-30.1979805,-115.05142,7299.78,3/day,False,True,True,1,False,23,4,1,1,1
1340.82,Electronics,P2P,-18.6668565,73.128769,8939.67,1/day,False,True,False,0,False,23,0,1,1,1
900.26,Groceries,P2M,19.826542,124.30529,3080.56,5/day,False,True,True,2,False,2,4,1,1,1
2312.76,Travel,P2M,47.062053,-43.398044,2153.67,1/day,True,True,True,2,False,11,2,1,1,1
9345.36,Travel,P2M,-59.0639765,99.99887,2638.11,5/day,True,False,False,0,False,0,1,1,1,1
1176.63,Clothing,P2M,-13.0788615,99.187478,1901.62,5/day,True,True,False,3,False,2,2,1,1,1
5154.29,Entertainment,P2P,-49.5621625,-51.65403,6749.77,3/day,False,True,False,3,False,9,4,1,1,1
5370.45,Restaurants,P2P,-30.1020705,1.662523,636.9,5/day,False,True,True,4,False,12,0,1,1,1
3057.77,Restaurants,P2M,-51.414591,-87.425638,3880.64,5/day,True,False,True,2,False,19,0,1,1,1
9793.2,Travel,P2M,46.0560405,-164.141227,9784.45,1/day,False,True,True,1,False,5,3,1,1,1
2609.15,Travel,P2P,8.747638,15.882944,4882.73,1/day,True,True,True,4,False,17,5,1,1,1
2337.63,Utilities,P2M,55.401733,-119.087474,8951.07,1/day,False,False,False,1,False,5,2,1,1,1
3501.31,Entertainment,P2P,21.9374685,72.172705,6279.92,3/day,False,False,False,4,False,14,0,1,1,1
5240.52,Clothing,P2M,3.199737,157.841059,9730.72,5/day,True,False,False,4,False,10,1,1,1,1
3412.6,Clothing,P2P,-3.726458,55.832604,9469.45,1/day,False,True,True,4,False,19,6,1,1,1
2439.81,Utilities,P2P,78.955869,-71.050105,3681.87,3/day,True,True,True,0,False,12,2,1,1,1
8584.82,Electronics,P2M,85.994974,120.560798,1573.74,1/day,False,True,True,0,False,4,0,1,1,1
1566.26,Restaurants,P2M,13.332689,89.090104,4158.31,5/day,False,False,False,3,False,22,4,1,1,1
7916.54,Utilities,P2P,60.58365,-15.058063,3217.59,5/day,False,True,False,2,False,17,4,1,1,1
7790.1,Entertainment,P2P,25.787702,80.944637,3527.55,3/day,False,False,True,2,False,18,2,1,1,1
780.69,Groceries,P2M,-77.950038,91.655135,4067.97,1/day,True,False,False,4,False,15,2,1,1,1
7622.5,Travel,P2M,54.436886,-129.115496,213.77,5/day,True,False,False,3,False,12,5,1,1,1
849.53,Travel,P2M,49.279508,125.911644,6556.8,5/day,False,True,False,3,True,20,4,1,1,1
1454.92,Travel,P2M,24.9221645,-99.976722,9171.42,1/day,True,True,False,1,True,18,5,1,1,1
4213.4,Restaurants,P2M,-37.0475155,-175.440977,8588.52,5/day,False,False,True,0,True,19,4,1,1,1
941.03,Entertainment,P2M,-71.611731,-59.279435,5321.69,3/day,True,True,True,1,False,2,1,1,1,1
3880.57,Entertainment,P2P,78.267797,-61.246701,8084.13,1/day,False,True,False,2,False,7,6,1,1,1
2691.7,Groceries,P2M,-52.283482,-39.761642,2328.31,5/day,False,True,True,4,False,20,3,1,1,1
8382.56,Entertainment,P2P,-37.7551015,-7.972049,1416.98,1/day,False,False,True,1,True,19,4,1,1,1
4612.31,Clothing,P2M,24.3930435,-43.725851,8325.12,5/day,False,True,False,0,False,18,0,1,1,1
6908.83,Utilities,P2P,13.542507,-178.340119,4917.27,1/day,True,False,True,4,False,22,0,1,1,1
9043.29,Clothing,P2P,-74.4105915,141.445663,1740.23,5/day,False,True,True,4,False,23,0,1,1,1
7381.39,Utilities,P2P,7.8208375,21.130986,771.8,5/day,False,True,True,2,False,13,4,1,1,1
7447.98,Restaurants,P2P,-4.7430455,176.763994,3608.76,3/day,False,True,True,0,False,20,5,1,1,1
9320.44,Restaurants,P2M,-30.1080685,-179.707806,7213.45,1/day,True,True,False,3,False,0,4,1,1,1
6364.38,Travel,P2M,21.8304925,-85.435926,4703.0,5/day,True,True,True,0,False,8,2,1,1,1
4631.17,Travel,P2M,-89.9813665,22.886412,5920.39,3/day,False,False,True,2,False,9,4,1,1,1
6815.48,Travel,P2M,-30.3289905,67.85893,8853.39,3/day,False,False,True,1,False,17,1,1,1,1
5218.91,Electronics,P2M,52.6846345,-161.484394,5760.81,5/day,True,True,False,3,False,20,6,1,1,1
95.12,Travel,P2P,11.923627,-139.688517,5174.89,3/day,True,False,True,4,False,17,0,1,1,1
39.75,Entertainment,P2P,9.9890645,114.012416,8371.51,3/day,False,True,False,0,False,9,3,1,1,1
3849.54,Clothing,P2M,-74.5606835,-3.640858,6211.69,1/day,False,False,True,0,False,8,5,1,1,1
4942.52,Clothing,P2P,-67.3742615,22.08908,3600.92,3/day,False,True,False,1,False,10,6,1,1,1
3569.77,Entertainment,P2P,-55.27302,22.126752,1209.4,3/day,True,False,True,2,False,4,4,1,1,1
2029.9,Electronics,P2M,3.4989065,-37.855715,3587.4,3/day,False,True,False,4,False,12,0,1,1,1
5179.46,Travel,P2M,-79.2267665,-91.198492,1765.72,5/day,True,True,False,2,False,17,6,1,1,1
9456.09,Travel,P2P,-63.4893425,-66.269949,4234.64,5/day,True,False,True,2,False,4,0,1,1,1
209.01,Clothing,P2P,40.564164,-70.078184,140.47,5/day,False,True,False,0,False,22,6,1,1,1
3004.36,Utilities,P2P,50.533136,-67.308766,3614.86,1/day,True,False,False,3,False,10,4,1,1,1
3586.29,Groceries,P2M,59.774246,-36.964624,8646.04,3/day,True,False,False,0,False,8,0,1,1,1
7239.25,Electronics,P2P,-14.682373,177.170112,1143.06,5/day,True,False,False,0,False,14,5,1,1,1
8388.72,Entertainment,P2P,-79.750424,167.68395,6649.89,5/day,False,False,False,3,False,22,6,1,1,1
7057.78,Clothing,P2P,-29.3814165,146.317387,8946.73,5/day,False,True,False,4,False,9,4,1,1,1
249.64,Travel,P2P,-28.310806,-107.126739,4522.7,3/day,False,False,False,1,False,0,6,1,1,1
8841.7,Clothing,P2P,56.5365745,145.78419,6810.75,3/day,True,False,True,4,True,2,2,1,1,1
8935.55,Travel,P2M,-63.3317975,108.344934,983.23,3/day,True,True,False,1,False,3,1,1,1,1
1208.48,Clothing,P2P,16.8839185,95.829597,3122.14,3/day,False,False,False,2,False,9,2,1,1,1
2113.42,Electronics,P2P,-8.730019,141.366663,1597.64,5/day,False,True,False,3,False,23,2,1,1,1
8161.25,Travel,P2M,20.1433785,-167.345825,4260.85,3/day,True,True,True,3,False,16,0,1,1,1
8776.26,Entertainment,P2M,29.564378,97.266758,2141.67,1/day,True,False,False,2,False,13,3,1,1,1
9121.28,Travel,P2P,-46.7988945,-76.434848,8205.1,1/day,False,False,True,0,False,13,4,1,1,1
5897.57,Restaurants,P2P,9.792083,71.961814,6790.65,1/day,False,False,True,4,False,0,1,1,1,1
9387.82,Entertainment,P2P,-64.530359,50.637649,8370.19,3/day,False,True,False,3,False,8,2,1,1,1
185.79,Utilities,P2M,-18.8636685,-81.158848,684.21,3/day,True,True,False,4,False,19,6,1,1,1
9005.99,Restaurants,P2M,-44.8493195,144.730989,2124.15,3/day,True,False,True,4,False,1,3,1,1,1
1931.71,Groceries,P2P,88.1354235,77.962655,9029.29,3/day,False,False,False,1,False,22,6,1,1,1
7818.7,Utilities,P2P,62.838641,-112.360346,3846.4,3/day,False,True,False,2,False,11,2,1,1,1
9424.69,Restaurants,P2M,45.0357065,-84.420555,6007.93,5/day,True,True,True,2,False,3,4,1,1,1
4966.58,Entertainment,P2P,-60.949821,102.384596,1634.83,3/day,False,False,True,3,False,3,3,1,1,1
2445.31,Clothing,P2M,-77.3758635,138.955111,3288.34,3/day,False,True,False,4,False,14,3,1,1,1
3382.05,Electronics,P2M,24.699019,176.483835,3413.46,3/day,True,False,False,0,False,2,2,1,1,1
6273.75,Utilities,P2M,88.731017,106.044324,3704.4,5/day,True,False,True,1,False,20,3,1,1,1
1935.91,Restaurants,P2M,69.33397,136.896624,1030.12,5/day,True,True,True,4,False,20,1,1,1,1
6632.78,Restaurants,P2P,79.800516,-47.657916,1280.96,1/day,True,True,False,4,False,3,4,1,1,1
1081.35,Entertainment,P2M,86.0524785,-171.230778,3845.75,1/day,False,False,True,0,True,17,0,1,1,1
3145.13,Utilities,P2P,62.052726,-109.024606,6508.86,1/day,False,True,True,0,False,17,1,1,1,1
60.98,Electronics,P2M,-83.3541835,-161.195413,9761.06,3/day,True,False,True,4,False,7,4,1,1,1
4681.37,Travel,P2P,64.3993035,-54.944953,6551.0,5/day,True,False,True,0,False,23,0,1,1,1
1560.31,Groceries,P2M,-48.4837615,147.194754,1868.35,1/day,False,True,False,0,False,1,1,1,1,1
3512.45,Clothing,P2M,-48.3307635,-72.287999,1566.71,5/day,False,False,True,1,False,1,1,1,1,1
2290.49,Groceries,P2P,-49.1447685,98.148749,7153.58,1/day,True,False,False,0,False,18,1,1,1,1
4719.51,Groceries,P2M,50.7807075,-118.298888,6479.35,1/day,False,False,True,0,True,3,5,1,1,1
7686.69,Entertainment,P2P,85.5312495,-28.100964,7604.93,1/day,True,False,False,3,False,10,3,1,1,1
6194.73,Electronics,P2M,-36.408058,177.714816,1475.05,1/day,True,False,False,4,False,8,4,1,1,1
6823.17,Electronics,P2P,-10.3855735,-108.876732,8459.67,3/day,False,False,True,1,False,16,4,1,1,1
6718.31,Restaurants,P2M,79.2358655,113.900325,4153.12,5/day,False,True,True,0,False,22,1,1,1,1
6685.16,Utilities,P2M,47.249852,133.727218,9610.11,3/day,False,False,False,3,False,11,5,1,1,1
160.36,Restaurants,P2P,78.4628625,-90.263806,7842.38,3/day,False,True,True,2,False,13,3,1,1,1
949.43,Electronics,P2M,-67.995175,-58.822049,3332.61,1/day,False,False,True,3,False,9,1,1,1,1
7204.2,Groceries,P2P,-60.8959645,92.038018,6329.46,5/day,False,False,False,3,False,21,3,1,1,1
6641.05,Utilities,P2P,51.8299895,-57.751777,9231.97,3/day,True,True,False,3,False,15,2,1,1,1
3283.76,Utilities,P2M,16.8872605,-125.414825,9937.45,3/day,True,False,True,3,False,20,2,1,1,1
2.2,Travel,P2M,66.9175215,169.940052,1658.12,5/day,False,True,True,3,False,21,3,1,1,1
3707.19,Entertainment,P2M,64.8075385,-171.26301,9233.1,1/day,True,True,True,3,False,12,2,1,1,1
1744.57,Travel,P2P,-16.2848115,96.479879,1731.86,5/day,True,True,False,1,False,9,1,1,1,1
5515.18,Electronics,P2M,-48.434315,117.868357,9905.49,3/day,False,True,True,1,False,15,0,1,1,1
5522.33,Travel,P2P,70.3245945,57.10194,8981.51,3/day,True,True,True,0,False,7,6,1,1,1
9433.33,Groceries,P2P,-8.527803,-151.220946,8750.3,3/day,False,False,False,0,False,0,3,1,1,1
9128.81,Entertainment,P2M,12.3240485,-50.551221,7907.18,5/day,True,True,True,0,False,22,0,1,1,1
123.13,Electronics,P2P,60.82312,83.056505,3121.16,3/day,False,True,True,1,False,1,3,1,1,1
3061.07,Clothing,P2M,65.092465,133.456388,5062.94,3/day,False,True,True,0,False,3,4,1,1,1
9971.18,Restaurants,P2P,39.815141,156.273689,1881.9,1/day,True,True,True,4,False,13,4,1,1,1
8605.64,Utilities,P2P,-13.4659145,23.042769,6678.2,1/day,False,True,True,2,False,3,3,1,1,1
6217.5,Groceries,P2M,85.4599645,-169.436933,4055.19,3/day,False,True,False,3,False,6,3,1,1,1
4851.25,Restaurants,P2P,4.666952,-116.373121,7354.79,5/day,True,True,False,2,True,4,5,1,1,1
1403.1,Utilities,P2M,87.3349235,-130.721437,5434.04,5/day,True,False,False,1,False,1,2,1,1,1
1171.4,Groceries,P2P,50.277974,63.502944,7687.15,3/day,False,True,False,4,False,14,6,1,1,1
3626.51,Utilities,P2M,30.651033,28.360016,4723.75,3/day,False,True,True,2,False,11,0,1,1,1
1987.93,Restaurants,P2M,14.477243,50.846704,4656.06,1/day,True,True,False,4,False,21,1,1,1,1
2873.02,Entertainment,P2P,-15.035512,152.701868,6151.4,3/day,False,False,False,1,False,4,2,1,1,1
7771.97,Groceries,P2M,-5.8946365,42.026165,6246.97,5/day,True,False,True,1,False,8,4,1,1,1
6732.68,Travel,P2P,50.6001635,-54.163182,8802.74,3/day,True,False,False,0,False,10,6,1,1,1
581.52,Electronics,P2P,-56.4322585,167.384047,8647.98,5/day,True,False,True,3,False,12,5,1,1,1
4821.35,Utilities,P2M,-6.8424825,-144.274181,2298.92,3/day,False,False,False,2,False,20,3,1,1,1
2449.68,Restaurants,P2M,-84.6753935,108.43916,8579.69,1/day,False,True,True,3,False,13,5,1,1,1
2889.61,Groceries,P2M,42.8154305,-111.714536,6258.31,5/day,False,False,False,2,False,1,1,1,1,1
5022.33,Travel,P2P,47.0105135,-173.701339,4183.77,5/day,True,False,False,1,False,14,5,1,1,1
4043.58,Electronics,P2M,-14.7077655,-43.480701,7011.3,3/day,False,False,True,3,False,0,1,1,1,1
5122.7,Clothing,P2P,-40.0830535,126.871112,5780.03,1/day,False,True,True,4,False,15,5,1,1,1
1695.69,Utilities,P2M,9.7661555,150.782344,8737.12,5/day,True,False,True,4,False,11,0,1,1,1
2366.78,Clothing,P2P,-22.092321,10.442259,924.09,1/day,False,False,True,3,False,7,3,1,1,1
6353.62,Restaurants,P2M,32.2049435,175.542195,1799.15,5/day,False,True,True,1,False,15,4,1,1,1
1728.65,Clothing,P2M,-75.160167,-125.727423,6319.35,3/day,False,True,True,1,False,13,6,1,1,1
1994.25,Clothing,P2P,-24.854558,-69.624251,8703.58,1/day,True,True,True,3,False,0,1,1,1,1
9334.62,Clothing,P2M,-47.8316245,151.335266,7623.61,1/day,False,False,True,0,False,20,6,1,1,1
4796.39,Groceries,P2P,7.1995995,73.764799,2806.77,5/day,True,False,True,2,True,18,5,1,1,1
8824.77,Electronics,P2P,-34.727517,-80.976371,169.01,3/day,False,False,True,2,False,12,3,1,1,1
4252.87,Travel,P2P,-14.930154,133.19346,9935.07,1/day,False,False,False,4,False,19,0,1,1,1
7531.21,Entertainment,P2M,-84.138303,2.996196,9642.51,3/day,True,False,True,0,False,7,6,1,1,1
779.92,Utilities,P2M,27.11238,-46.071807,6473.63,3/day,True,True,True,3,False,4,6,1,1,1
5894.03,Utilities,P2M,-69.4902725,-159.581307,7442.88,3/day,True,True,True,0,False,3,1,1,1,1
5022.57,Electronics,P2M,52.9821845,32.901052,2565.44,1/day,True,False,True,2,False,16,5,1,1,1
6772.48,Utilities,P2M,-48.79867,47.357938,7235.57,1/day,False,False,True,3,False,18,4,1,1,1
3588.98,Clothing,P2P,-20.483515,133.678578,2426.4,3/day,False,False,False,3,True,13,6,1,1,1
7246.67,Restaurants,P2P,50.529036,177.430976,1546.37,1/day,True,False,False,1,False,4,6,1,1,1
7665.78,Clothing,P2M,33.2554255,39.390847,3737.76,3/day,True,False,True,0,False,4,0,1,1,1
3070.98,Entertainment,P2P,-56.1762545,-47.152099,6168.14,3/day,True,True,True,0,False,3,6,1,1,1
113.44,Restaurants,P2M,48.2842195,-120.708383,9488.34,1/day,True,True,True,2,True,22,0,1,1,1
5875.3,Travel,P2M,27.241471,-86.539064,9883.6,1/day,True,False,True,4,False,12,0,1,1,1
3393.24,Travel,P2M,-61.016288,-123.64857,7133.18,1/day,False,False,True,2,False,16,3,1,1,1
9611.52,Travel,P2M,83.621618,-11.220856,7060.55,3/day,True,True,True,1,False,14,0,1,1,1
9070.72,Restaurants,P2P,34.2101085,-139.934494,843.63,5/day,False,False,False,4,False,11,4,1,1,1
582.8,Groceries,P2P,4.185372,-104.965557,1533.84,3/day,False,False,True,4,False,2,0,1,1,1
1751.06,Entertainment,P2P,3.745895,1.729407,5195.29,1/day,True,False,True,3,False,12,0,1,1,1
9551.98,Utilities,P2P,-24.129741,27.969598,4132.38,1/day,False,False,False,2,False,17,0,1,1,1
4176.99,Travel,P2M,44.5422,45.054537,7175.58,1/day,True,True,False,0,False,12,0,1,1,1
4943.11,Entertainment,P2M,5.3815215,170.650893,4753.9,5/day,False,True,False,1,False,7,4,1,1,1
1672.74,Clothing,P2M,71.817503,137.012523,7022.33,3/day,False,False,False,0,False,10,3,1,1,1
4580.43,Clothing,P2P,-8.617765,52.614653,5072.93,5/day,True,True,False,1,False,1,6,1,1,1
9011.67,Groceries,P2M,42.0549385,-179.039373,7944.5,3/day,True,True,True,3,False,16,1,1,1,1
4488.25,Groceries,P2P,5.754426,-30.47373,4712.68,3/day,True,True,True,3,False,10,4,1,1,1
980.74,Entertainment,P2M,-81.3111005,69.318137,8473.77,5/day,True,False,False,4,False,9,2,1,1,1
9980.23,Electronics,P2M,-40.967348,-134.854147,1550.21,1/day,False,False,True,1,False,19,6,1,1,1
9013.35,Utilities,P2M,-67.4873785,162.484835,1393.3,5/day,False,False,True,0,True,5,2,1,1,1
5315.98,Entertainment,P2P,-62.447674,87.735502,8188.62,1/day,False,True,True,4,False,18,3,1,1,1
1820.86,Utilities,P2P,-39.410178,89.753099,9925.9,5/day,False,True,False,3,False,8,3,1,1,1
9666.19,Travel,P2P,25.7132125,-41.10648,5419.4,5/day,True,True,True,4,False,6,1,1,1,1
5492.49,Entertainment,P2M,-51.0792315,33.804326,8724.6,1/day,True,False,False,1,False,7,1,1,1,1
4737.24,Utilities,P2P,32.9166595,-167.918395,6843.42,1/day,True,True,True,4,False,15,4,1,1,1
9005.71,Electronics,P2M,79.3157275,91.256525,208.82,1/day,False,True,True,4,False,23,4,1,1,1
440.22,Travel,P2P,-51.7641725,167.526787,364.56,3/day,True,True,True,4,False,21,0,1,1,1
9393.83,Groceries,P2M,-79.6693935,80.076347,3677.57,5/day,False,False,True,1,False,5,1,1,1,1
7845.62,Utilities,P2P,-61.128802,-46.049442,909.13,3/day,True,True,True,2,False,9,0,1,1,1
5426.71,Travel,P2P,-35.6917915,-156.442025,6793.09,3/day,False,False,False,3,False,17,6,1,1,1
9844.73,Entertainment,P2M,-35.684058,3.587561,882.43,1/day,True,False,True,4,False,4,2,1,1,1
931.29,Clothing,P2P,-49.278219,-71.055593,2226.45,5/day,False,False,False,1,False,20,5,1,1,1
2416.78,Restaurants,P2M,63.6086525,-122.552062,2174.87,5/day,False,False,True,0,False,19,2,1,1,1
1455.54,Electronics,P2P,-19.1758255,49.199115,7889.1,1/day,False,False,True,2,False,2,0,1,1,1
3600.46,Restaurants,P2M,89.1415855,-4.42432,3084.04,5/day,False,True,False,3,False,13,1,1,1,1
6770.17,Entertainment,P2M,62.3445715,-46.957854,1931.47,1/day,False,False,False,2,False,22,6,1,1,1
5646.18,Travel,P2M,25.728233,-54.264165,9393.24,5/day,True,True,False,2,False,2,4,1,1,1
4620.58,Electronics,P2P,73.7105235,142.752652,3300.45,3/day,True,True,False,0,False,14,1,1,1,1
4344.95,Restaurants,P2M,26.30113,-82.65533,7646.21,5/day,True,False,False,2,False,10,0,1,1,1
3100.07,Restaurants,P2M,-10.400385,156.305743,9341.13,1/day,True,False,True,2,False,8,6,1,1,1
9538.21,Groceries,P2P,55.9385285,-138.674901,3729.68,3/day,False,True,False,3,False,6,4,1,1,1
6780.41,Clothing,P2P,12.2644825,81.591338,9324.55,5/day,False,False,True,1,True,15,3,1,1,1
7561.99,Clothing,P2P,-77.685422,-162.994303,6849.16,5/day,True,False,True,1,False,23,5,1,1,1
7474.96,Utilities,P2M,-47.2155505,63.614943,5404.22,1/day,True,False,True,1,False,15,1,1,1,1
2315.58,Utilities,P2M,56.344546,-87.521877,4301.02,3/day,True,True,True,4,False,20,0,1,1,1
